datetime,open,high,low,close,volume
,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ
2020-11-19,35.727500915527344,36.92250061035156,35.4900016784668,36.814998626708984,79670800
2020-11-20,36.76250076293945,37.067501068115234,36.029998779296875,36.067501068115234,64996800
2020-11-23,36.45500183105469,36.935001373291016,35.189998626708984,36.07500076293945,89530400
2020-11-24,36.45500183105469,37.75749969482422,35.76750183105469,37.54999923706055,78007600
2020-11-25,37.93000030517578,38.502498626708984,37.61249923706055,38.25749969482422,64338800
2020-11-27,39.0099983215332,39.76750183105469,38.88249969482422,39.3025016784668,46463600
2020-11-30,39.43000030517578,39.69499969482422,37.64500045776367,39.505001068115234,92311200
2020-12-01,40.4474983215332,41.73749923706055,40.025001525878906,41.057498931884766,84994800
2020-12-02,40.5525016784668,41.36000061035156,39.79499816894531,41.22249984741211,73064800
2020-12-03,41.3224983215332,42.04750061035156,41.087501525878906,41.38999938964844,78730800
2020-12-04,41.400001525878906,41.959999084472656,41.127498626708984,41.897499084472656,63544000
2020-12-07,41.974998474121094,42.755001068115234,41.900001525878906,42.60749816894531,62014000
2020-12-08,42.412498474121094,43.16999816894531,41.65250015258789,42.997501373291016,66962800
2020-12-09,42.959999084472656,43.064998626708984,39.654998779296875,40.11750030517578,122439200
2020-12-10,39.2599983215332,41.067501068115234,38.814998626708984,40.61000061035156,86673200
2020-12-11,39.912498474121094,40.38249969482422,38.974998474121094,40.32500076293945,84909600
2020-12-14,40.807498931884766,42.01250076293945,40.79249954223633,41.185001373291016,73342400
2020-12-15,42.14500045776367,42.502498626708984,41.22999954223633,42.46500015258789,78708800
2020-12-16,42.692501068115234,43.5625,42.244998931884766,43.1775016784668,68795200
2020-12-17,43.912498474121094,44.16999816894531,43.397499084472656,44.0625,69637600
2020-12-18,44.38999938964844,44.477500915527344,42.63249969482422,43.58250045776367,84378000
2020-12-21,42.39250183105469,43.654998779296875,41.16999816894531,43.41999816894531,101798400
2020-12-22,43.82500076293945,44.1775016784668,42.54499816894531,43.76250076293945,80165200
2020-12-23,43.7599983215332,43.939998626708984,43.04499816894531,43.102500915527344,59717200
2020-12-24,43.227500915527344,43.86000061035156,43.18000030517578,43.662498474121094,38532800
2020-12-28,44.790000915527344,45.189998626708984,44.00749969482422,44.97249984741211,58526400
2020-12-29,45.587501525878906,45.849998474121094,44.70249938964844,45.10499954223633,60571200
2020-12-30,45.61249923706055,45.75,44.817501068115234,45.09749984741211,52403600
2020-12-31,45.067501068115234,45.619998931884766,44.58250045776367,45.45000076293945,53354000
2021-01-04,46.02000045776367,46.09749984741211,41.70750045776367,43.462501525878906,98736000
2021-01-05,43.06999969482422,44.63999938964844,43.06999969482422,44.5525016784668,59356400
2021-01-06,42.474998474121094,44.584999084472656,42.05500030517578,42.709999084472656,105365200
2021-01-07,43.842498779296875,46.162498474121094,43.837501525878906,45.79499816894531,61847600
